id,reviews,service,location,value,cleanliness,room,facilities
2222,早餐菜色太雜 食物有些偏冷硬 待加強,2,0,0,0,0,0
2224,民宿老闆及板娘很客氣、好聊，房間也很乾淨。五星級的早餐更是豐盛到令人印象深刻！,1,0,0,1,1,0
2226,房間很大!看網路上評價都說滿舊的,0,0,0,0,1,0
2228,老闆很親切，床鋪也很舒適,1,0,0,0,1,0
2229,可惜冷氣是中央空調不能自己調溫度,0,0,0,0,2,0
2230,老闆人很好服務也很棒 設備很新很乾淨 床和棉被也比想像中舒服 下次去還會住！,1,0,0,1,1,0
2231,非常優質的木屋民宿 設備超齊全 非常適合家族或朋友聚會 讚,0,0,0,0,1,0
2232,Wi-Fi不給力，隔音微微不好,0,0,0,0,2,0
2234,老闆娘人非常好，知道我們有位小孩，特地換了一間三人房給我們，房間很乾淨也恨新，下次來一定再住這裡。,1,0,0,1,1,0
2235,位置好 離大遠百跟巨城都很近,0,1,0,0,0,0
2237,太晚check in沒看到貓貓嗚嗚嗚嗚,0,0,0,0,0,0
2238,房間空間大，床軟硬適中，有大浴缸,0,0,0,0,1,0
2239,夜市近，地理位置很好,0,1,0,0,0,0
2240,在市中心，交通便利，房間乾淨舒服，來台南玩是很好的住宿選擇,0,1,0,1,1,0
2242,老闆房間在要入住前有檢查到冷氣異常，馬上有解決方案。安排住另一棟格局一樣的房間,1,0,0,0,0,0
2244,半夜馬路汽機車經過聲音有點吵,0,0,0,0,2,0
2245,上舖有簾子會更好,0,0,0,0,2,0
2246,早餐有點鹹,2,0,0,0,0,0
2249,有車位就完美了,0,0,0,0,0,2
2250,床很舒服，房間很乾淨，走廊環境也很乾淨。,0,0,0,1,1,0
2251,老闆娘很親切，一入住就會稍微跟你介紹附近景點，意外發現龍山寺晚上真漂亮，住宿地點好，走路就可以逛遍鹿港老街周遭景點，下次有機會會再入住的~~謝謝招待,1,1,0,0,0,0
2252,早餐還不錯啦！,1,0,0,0,0,0
2253,很棒 很喜歡 老闆還幫忙提供狗狗的水及食物&嬰兒的澡盆 超貼心,1,0,0,0,0,0
2254,房間大小可以，但是中式的簡易自助餐菜夾完了，店家沒有主動補菜,2,0,0,0,1,0
2255,房間坪數大，裝潢尚新，環境整潔，海景房景觀優美，服務人員會帶房到定位且沿路介紹最近逃生口（加分）,1,0,0,1,1,0
2256,早餐超棒~~~,1,0,0,0,0,0
2257,很棒的社區，感謝住戶使用Lavo電子鎖。,0,0,0,0,0,0
2260,早餐好吃，服務人員很有禮貌。非常推薦,1,0,0,0,0,0
2262,房間很大間，維護的很乾淨，房間陽台就可以直接看到雲山水的美景，連續住了兩天，每天的早餐都有變化，非常好吃，看得出民宿主人的用心經營。,1,0,0,1,1,0
2264,入住後發現一些小問題，跟櫃檯反應後馬上解決，很有效率。,1,0,0,0,0,0
2265,地點方便 房間整潔乾淨,0,1,0,1,1,0
2266,老闆很親切，許多行程方面都可以詢問他，介紹的餐廳或黑糖糕友人都一致好評。,1,0,0,0,0,0
2267,"2樓的4人房燈光有點太暗了....(因為住2天, 也有住到3樓超級明亮的4人房....有比較才有進步, 呵呵~~) 面紙只有廁所有, 或許房間桌上也可以再多一小包也好, 方便使用. 衣架3樓很多個, 2樓只有2個, 畢竟是4人房, 或許至少可以平均放4個讓每個人至少有一個衣架能用才好.",0,0,0,0,2,0
2268,1. 浴室不是干湿分离，而且有股下水道的味道,0,0,0,2,2,0
2269,臭飯店，超臭的。整個菸味,0,0,0,2,2,0
2270,民宿附近有很多餐廳，民宿老闆娘非常親切，房間非常乾淨寬敞乾淨，又有電梯，非常棒,1,0,0,1,1,1
2271,早餐非常好吃，服務人員服務很好,1,0,0,0,0,0
2272,自助式晚餐，餐色不佳，補餐速度不夠,2,0,0,0,0,0
2274,302 冰箱完全沒冰，床頭櫃的小燈不會亮，沒有刮鬍刀,0,0,0,0,2,0
2275,，但不要以四星那種的旅館來看待。員工服務則遠不及飯店裝潢的品質。,2,0,0,0,0,0
2276,珍妮教練、A DI管家服務都超用心、超貼心～ 品質超優～ 錢錢安安超可愛！,1,0,0,0,0,0
2278,住宿位置非常好，在六合夜市附近，要找吃東西都很方便，也不會很吵雜,0,1,0,0,0,0
2279,民宿主人很盡責，關心我們到哪了？有沒有需要幫忙？早餐很豐盛讓我們一天有滿滿活力。,1,0,0,0,0,0
2281,非常棒的旅館 老闆人很親切 會盡量幫忙處理交通上的問題 非常推薦,1,0,0,0,0,0
2282,地點非常方便～ 入住退房手續都滿簡易的，房間內滿滿的充電插座非常方便很適合手機成癮者 ,0,1,0,0,1,0
2285,位置很好 有停車場,0,1,0,0,0,1
2289,"R609冰箱無法供電,請維修~辛苦了",0,0,0,0,2,0
2290,丹丹漢堡的粥、麵線糊，蛋餅跟包子的組合，還有燒餅油條，以及小籠包。,0,0,0,0,0,0
2291,3人女生房住起來很舒服,0,0,0,0,1,0
2293,多年後再次入住，民宿仍保持一定水準，沒有因歲月留下痕跡。,0,0,0,0,0,0
2294,環境舒適、交通方便，民宿老闆很親切，問問題回覆的速度很快!!,1,1,0,0,0,0
2296,4人房空間太小,0,0,0,0,2,0
2298,老闆娘很親切 可以提供許多旅遊訊息 房間也乾淨舒適,1,0,0,1,1,0
2299,床、民宿老闆娘、整體風格都讓人很喜歡非常可愛,1,0,0,0,1,0
2301,房間很乾淨舒服又很精緻 衛浴有浴缸還有免制馬桶超棒 還有附早餐東西很多 整體很棒,1,0,0,1,1,0
2305,簡單乾淨，浴室很大，熱水足夠，好停車。,0,0,0,1,1,1
2306,1.沒有看到消防設施/沒有介紹消防逃生動線,0,0,0,0,0,2
2307,床鋪舒適，隔音好,0,0,0,0,1,0
2309,老闆得知我們得早起，往目的地中之關排隊進山時，特意早起準備豐盛的早餐，真的令人感到溫暖。,1,0,0,0,0,0
2311,沐浴用品雖然有優點但也有缺點，兩個人只給一組，對於長髮髮量多的女性很不方便，浴室被安排到有浴缸的，但是浴缸高度太高了，進出很麻煩，乾濕分離也是做樣子而已，洗澡的時候水還是會跑到外面，以上這些我都可以忍受，最不能忍受的是床，我以為飯店的床會很舒服，一直以來的經驗也是這樣，可是貴店的床我越睡越累。,0,0,0,0,2,0
2313,飲水機也不開放使用。上一位客人用的 茶水壺裏面的水也沒倒掉。,0,0,0,0,2,2
2314,衛浴設備還有浴缸，住這讓我感覺一切都非常的完善，可以好好的放鬆去享受。,0,0,0,0,1,0
2315,2樓2人房，房間有味道,0,0,0,2,2,0
2318,早餐好吃房間大又舒適 一樓景色更是美不勝收留在心中の美好回憶，一定會再來,1,0,0,0,1,0
2320,民宿提供對面早餐店的60元折價券，早餐店很乾淨，東西也很好吃~推薦蘿蔔糕、波羅麵包外皮的漢堡 :D,1,0,0,0,0,0
2321,… 不管是浴室（乾濕分離），還是床的軟硬度，以及放行李的空間都讓我十分滿意，也有一個小桌子可以辦公跟吃飯。整體來說也很新及乾淨。隔音的部分也非常優秀，基本夜夜好眠，對外窗的採光也很充足。再來是入住流程跟服務的方面，從機場搭防疫計程車到旅館後，入住流程及檢查資料，還有幫忙送行李都非常專業，令人放心。最激賞的是入住後的服務，基本上有問題傳line或打電話到櫃台，都會有人及時回應，幫忙送外送也非常的迅速準確，要的額外毛巾跟枕頭也都快速送達。在十四天中也會不時舉辦一些小活動，讓住客不會太 …睽違兩年的返台，因為之前聽過同住國外友人的推薦，所以防疫旅館選擇了西門橘子，事實證明選擇是正確的 - 讓我度過輕鬆愉快的十四天。首先在房間及設備的部分，雖然不算大，但不管是浴室（乾濕分離），還是床的軟硬度，以及放行李的空間都讓我十分滿意，也有一個小桌子可以辦公跟吃飯。整體來說也很新及乾淨。隔音的部分也非常優秀，基本夜夜好眠，對外窗的採光也很充足。再來是入住流程跟服務的方面，從機場搭防疫計程車到旅館後，入住流程及檢查資料，還有幫忙送行李都非常專業，令人放心。最激賞的是入住後的服務，基本上有問題傳line或打電話到櫃台，都會有人及時回應，幫忙送外送也非常的迅速準確，要的額外毛巾跟枕頭也都快速送達。在十四天中也會不時舉辦一些小活動，讓住客不會太無聊。總而言之，我非常推薦回國的人住進西門橘子商旅（且這邊超多好吃的食物可以訂），會有舒適的十四天。,1,0,0,1,1,0
2324,有夠爛的千萬不要去…房間都沒有零食泡麵可以吃……早餐去餐廳用餐食物都硬邦邦的,2,0,0,0,2,0
2325,老闆娘待人親切和藹…,1,0,0,0,0,0
2326,坐在浴室馬桶上，你會面向一面刀子口的牆角，在上廁所時，一不小心就會撞到頭，我就是這樣撞到頭，希望飯店可以加裝軟膠條或是海綿之類的東西，這樣下次再有人撞到也比較不會受傷。,0,0,0,0,2,0
2327,地點距離市中心和夜市很近,0,1,0,0,0,0
2328,早餐豐盛，環境清幽,1,1,0,0,0,0
2329,地理位置佳，離車站近，附近也有不少商家,0,1,0,0,0,0
2330,共用衛浴的門開關時會發出尖銳的聲音，很擾人,0,0,0,0,2,0
2331,房間空間不大，有翻新過，沒有舊舊的感覺！,0,0,0,0,1,0
2332,位置很好，海景漂亮,0,1,0,0,1,0
2333,"1.地點便利: 離花蓮火車站步行約5分鐘(若攜帶行李箱悠哉慢行約6-8分鐘),非常適合預計使用車站前往鄰近景點,或者遊客旅遊中心的台灣好行,或是花蓮客運等等方式的旅客.",0,1,0,0,0,0
2334,入住房 鐵一雙人房回住率100％（如果我還訂的到）性價比高。優質民宿，乾淨，舒適。管家親切，使命必達。透天的狹長老屋改建，進入民宿，就像回家的感覺，很棒。廁所乾濕分離，備品僅有牙刷、棉花棒、浴巾、吹風機。沐浴組非一次性。床組適中，枕頭適中。房間有小沙發，梳妝台，整體佈置就像租屋小套房，簡單卻溫馨。沒有電梯，但，樓梯好走，不陡。假日停車，需有耐心等待公園南路的停車位，民宿巷口有嘟嘟 …入住房 鐵一雙人房回住率100％（如果我還訂的到）性價比高。優質民宿，乾淨，舒適。管家親切，使命必達。透天的狹長老屋改建，進入民宿，就像回家的感覺，很棒。廁所乾濕分離，備品僅有牙刷、棉花棒、浴巾、吹風機。沐浴組非一次性。床組適中，枕頭適中。房間有小沙發，梳妝台，整體佈置就像租屋小套房，簡單卻溫馨。沒有電梯，但，樓梯好走，不陡。假日停車，需有耐心等待公園南路的停車位，民宿巷口有嘟嘟停車場，還有三個停車格，都停的到，但要耐心等一下！不管是飯店或是民宿，都會有隔音問題，取決於客人素質，鐵一雙人房靠巷道，要寂靜沒有，說吵也不至於！閱讀完整內容顯示較少內容,1,0,1,1,1,0
2335,地段超好，逛街飲食都非常方便，房間舒適寬敞。CP值很高，早餐頗有誠意，飯店本身有停車場，但若停滿也有特約停車場，不用額外擔心停車問題。願意再次入住。,1,1,1,0,0,1
2336,床還可以喔！旅店裡面裝潢佈置粉漂亮、特別粉好拍……,0,0,0,0,1,0
2338,有洗烘衣設備對喜歡外出遊玩都我們很方便……且離城隍廟也近附近超多美食,0,1,0,0,0,1
2339,兩人房的隔音略差，容易聽到隔壁房的電鈴聲，和小孩哭鬧聲,0,0,0,0,2,0
2341,主人和善客氣,1,0,0,0,0,0
2343,店內搖床椅，大人勿乘座，小孩也要注意安全，差點倒了壓到小朋友。,0,0,0,0,0,2
2344,（房間）沒有想像中大，但該有都有設備也都用很好；例如電視 吹風機 ，值得讚賞。,0,0,0,0,1,0
2345,地点好，离市区还有其他景点都近。,0,1,0,0,0,0
2347,四人房適合在大一些,0,0,0,0,2,0
2348,冷氣太吵，風量調到最小也是很大聲，溫度調了沒有反應，後來睡覺前直接關掉,0,0,0,0,2,0
2350,冰箱老舊馬達聲音太大,0,0,0,0,2,0
2351,四人房冷氣位置正對著床，睡覺時比較不舒服。,0,0,0,0,2,0
2353,早餐帶回房的餐具密封性及貼心性不足：1.杯裝咖啡回房，但使用餐廳一般紙杯、未提供杯蓋，又是乘坐與同一棟住戶共乘之電梯；2.自己一個人帶二人份餐盒及杯飲，根本無法同時外帶兩人份回房，服務貼心性不足。,2,0,0,0,0,0
2354,床很大，浴缸很大,0,0,0,0,1,0
2356,沒有拖鞋可以穿,0,0,0,0,2,0
2357,一坐上去床架會移動，浴室無防滑墊需向房務人員索取，廁所衛生紙離馬桶太近，一坐下右手會撞到,0,0,0,0,2,0
2358,"全新的房子 床家具幾乎都是原木很舒適,老闆很親切 推薦!老闆有一隻黑胖狗很古錐",1,0,0,0,1,0
2359,人員親切，位置便利,1,1,0,0,0,0
2360,房間很舒服，陽台很舒服，整體很滿意，CP值很高，會再回訪的店,0,0,1,0,1,0
2361,住宿位置旁邊 很方便 有屈臣氏 便利商店 小北 麥當勞 華泰 也很多吃的,0,1,0,0,0,0
2363,有一位櫃檯小姐，姓李的，態度極差，當天chick in 有一群男生也是入住，我也是入住，對我的態度非常的讓我不舒服，對另外一批旅客就非常親切，可能他們因為是男生訂的房間也多，不想給我這位背包客太多的服務。,2,0,0,0,0,0
2364,01.房間隔音還有進步空間，鄰居洗澡開熱水的燃燒聲音很大。,0,0,0,0,2,0
2366,房間空間偏小＆停車位太少，使用上較不方便。,0,0,0,0,2,2
2367,老闆超親切的服務，最讓人印象深刻，且美食介紹及應注意事項都講解的很實在，一點也不含糊，實在令人讚嘆！,1,0,0,0,0,0
2370,可愛舒適的小窩,0,0,0,0,0,0
2371,房間的空氣品質不太好，聞的到煙味和霉味,0,0,0,2,2,0
2375,老闆娘非常親切熱心,1,0,0,0,0,0
2376,房間很大，空間很夠。房間有放大床、大沙發、桌子了，空間還非常足夠！,0,0,0,0,1,0
2377,早餐太簡單，房間冷氣機老舊有點吵,2,0,0,0,2,0
2378,早晚櫃檯小姐態度都很好,1,0,0,0,0,0
2380,我們因為塞車嚴重到晚上十點才到民宿，老闆貼心的把鑰匙放在我們拿得到的地方給我們，而且他還很放心的讓我們事後再匯錢給他，超傻眼的，啊如果我們是怪人怎麼辦，老闆真的很放心也相信我們，揪干心的！,1,0,0,0,0,0
2381,入住非常方便迅速,0,0,0,0,0,0
2382,早餐很豐盛，服務人員態度很好。,1,0,0,0,0,0
2384,早餐超級好吃，出來玩都吃的油膩，早上起來吃一份清爽的早餐感覺特別舒服,1,0,0,0,0,0
2385,景觀美，房間舒適寬敞，裝潢美，服務佳，早餐美味，非常推,1,0,0,0,1,0
2386,沒附早餐了,2,0,0,0,0,0
2388,環境舒適，服務人員態度佳，晚上餓了還有推薦宵夜外送服務  ',1,0,0,0,0,0
2391,"元旦連續假期,一堆人等著check in,櫃台內卻也一堆人在聊天,只有一名員工在幫客人做check in. 這員工訓練應該多加強.",2,0,0,0,0,0
2392,房間大 非常乾淨整潔 床和被子都好好睡 果園圍繞在民宿四周 非常有田園風光 早餐食材大多為主人自種或是交換而來 很棒,1,1,0,1,1,0
2394,三人房房間格局很奇怪,0,0,0,0,2,0
2396,住的是標準雙人房 陽台面巷子裡 鬧中取靜 所以不會很吵,0,0,0,0,1,0
2397,其他都很滿意,0,0,0,0,0,0
2401,一定有停車位,0,0,0,0,0,1
2402,民宿的用心感受得到；有電梯有停車場大加分,1,0,0,0,0,1
2403,老闆娘真的太好心了，怕我們颱風天沒早餐吃，還特地買早餐給我們，真的是太感人了！,1,0,0,0,0,0
2405,電梯已更換可坐11人的大電梯 房間浴室已重新裝潢換新 中式早餐好吃 價錢公道,1,0,1,0,1,1
2408,交通便利和附近有商圈呢！,0,1,0,0,0,0
2409,他的地點靠近城隍廟要找吃的很方便，可是離火車站有點距離,0,2,0,0,0,0
2410,早餐雖簡單很便利。座落地點很棒，臨近3大百貨公司、捷運站及U-Bike站，中興夜市也在斜對面，附近還有寶雅及全聯小北，超級方便。,1,1,0,0,0,0
2415,冷氣的位置，如能加個電扇會讓房間更對流,0,0,0,0,2,0
2418,如果房間裡有可以吊衣服的地方會更好,0,0,0,0,2,0
2419,1.1124房間冰箱壞了,0,0,0,0,2,0
2420,住的房間在地下室，房間有抽風機，櫃台人員人服務態度還ok。,1,0,0,0,1,0
2423,沒車位、隔音不好、房間偏小,0,0,0,0,2,2
2425,入住前民宿老闆很細心先確認入住時間，知道我們會比較晚才到，更是為我們跑一趟辦理入住。,1,0,0,0,0,0
2426,冷氣運轉聲音太大聲,0,0,0,0,2,0
2427,房間用品都很有質感! 清潔度也很優! ~,0,0,0,1,1,0
2431,有地方停車,0,0,0,0,0,1
2434,地點安靜，充滿古早味，老闆娘親自料理的早餐好吃到吃好幾碗，來金門要來住的古厝,1,1,0,0,0,0
2435,床太軟丶浴室設備老舊。,0,0,0,0,2,0
2436,老闆娘用心煮粥 很多配菜,1,0,0,0,0,0
2437,不過比較好奇床上的毛毯被是哪買的? 非常輕柔保暖，很舒服，很想買一條,0,0,0,0,1,0
2438,房間大又乾淨，浴室也很乾淨,0,0,0,1,1,0
2439,性價比很好 值得推薦大家,0,0,1,0,0,0
2444,餐廳的早餐服務員李京運先生態度親切從頭到尾都笑容滿面，動作靈敏很棒!,1,0,0,0,0,0
2445,早餐跟服務真的很棒！,1,0,0,0,0,0
2446,住宿地理環境很好，離夜市很近，海邊也近，也可以看日出，老闆人很客氣,1,1,0,0,0,0
2447,人員的態度很好很親切！,1,0,0,0,0,0
2448,房間空間足夠，有RO即飲水，有除濕機,0,0,0,0,1,0
2450,早餐真的很不五星級，建議大幅改善跟調整,2,0,0,0,0,0
2452,"在一樓有吐司果醬茶自助早餐, 但鹿港好吃的東西太多了～～ 我是單車環島,院子可以停單車. 背包房 設計是直的,私密性很高（但床有一點點偏軟,我還能接受）, 洗手間衛浴的數量很多不太要排隊, 樓上的洗衣設備齊全也能晾衣服.",1,0,0,0,1,1
2453,1. 民宿在市區，離全聯、藥局很近很方便,0,1,0,0,0,0
2454,地點是不錯啦！在新竹巨城對面。可是晚上十點以後，吵到睡不著覺啊！,0,1,0,0,2,0
2455,民宿的床超級好睡! 睡到中午起不來,0,0,0,0,1,0
2456,早餐菜色少，但吃的飽，無冷飲。,2,0,0,0,0,0
2458,小鎮風光幽靜閒適,0,1,0,0,0,0
2459,民宿位置方便！,0,1,0,0,0,0
2460,手繪地圖讓人驚艷⋯,0,0,0,0,0,0
2461,床如果硬一點，比較不會晃，比較不會影響另一個，不過可住兩小床也課以，但還是偏軟，不至於不好睡。,0,0,0,0,2,0
2462,被子超溫暖~ 床也很舒服 也有提供熱水喝，真的是很棒很棒的農莊。,0,0,0,0,1,0
2463,1早餐很好吃阿姨非常親切,1,0,0,0,0,0
2465,大廳比較悶,0,0,0,0,0,2
2466,3樓洗澡的水柱大小需改善一下。,0,0,0,0,2,0
2469,建物設備新穎，日式庭園造景可以逛逛，美中不足房間隔音普通，游泳池，溫泉池太小,0,0,0,0,2,2
2470,對於家裡沒浴缸的家庭，很適合來這裡做短暫的休息，每個房間都有大按摩浴缸，很舒服！,0,0,0,0,1,0
2471,房間很乾淨漂亮.燈光明亮.插座非常多.相當方便,0,0,0,1,1,0
2472,找不到人check in/out。到民宿看到說明booking會先寄大門密碼，但其實沒有收到。,2,0,0,0,0,0
2473,有時候不知道為什麼一直有門鈴聲,0,0,0,0,2,0
2476,房間及廁所都很寬敞，空間明亮、床鋪舒適，有提供停車位很方便。,0,0,0,0,1,1
2479,照片及現場落差大，還會跳電,0,0,0,0,2,0
2480,42F西餐不優,2,0,0,0,0,0
2483,早餐，全都是高熱量油炸澱粉食物，很不健康。,2,0,0,0,0,0
2484,冰箱，一進去房間立刻開冰箱開關，結果到退房還是在29度，暈。,0,0,0,0,2,0
2487,房間有霉味、空調有異味、隔音不佳...,0,0,0,2,2,0
2488,老闆和老闆娘人很熱情，有像來到另一個城市的家的感覺。,1,0,0,0,0,0
2489,床擋住廁所門口,0,0,0,0,2,0
2490,老闆&老闆娘超親切，處處能感受他們對旅客的用心~悠閒放鬆渡假的優質民宿，大推！,1,0,0,0,0,0
2492,老闆分享了很多獨特的景點 房間設備很棒 風味餐特別 很棒的一趟旅行,1,0,0,0,1,0
2494,床太軟，睡不好。,0,0,0,0,2,0
2495,大廳很舒服像家裡的感覺,0,0,0,0,0,1
2496,513冷氣不冷,0,0,0,0,2,0
2497,1.早餐很豐盛，雖然是用餐盒方式，也一點都沒有馬虎，是拉亞的很好吃。,1,0,0,0,0,0
2498,地理位置極佳，離火車站非常近，附停車位置，開車騎車都很方便!,0,1,0,0,0,1
2500,1.櫃檯小姐臉超臭，態度也傲慢，check in就覺得極差,2,0,0,0,0,0
2501,早餐菜色有點單調，建議可以在增加些蔬菜,2,0,0,0,0,0
2502,小而精美的旅館，房間雖小卻應有盡有，裝潢很有特色，離捷運站很近交通方便！,0,1,0,0,1,0
2505,房間桌子以為鋪一個桌墊看不到下面嗎 都是厚厚的灰塵多久沒清理？,0,0,0,2,2,0
2506,只訂到一天真是太可惜了！！,0,0,0,0,0,0
2507,大雄寶殿就在房間的旁邊、如果有活動你都可以跟上腳步，法師的念誦你也可以清晰耳聞。,0,0,0,0,0,0
2509,早餐的咖啡機可能要修理一下，濃度和咖啡量都怪怪的。,2,0,0,0,0,0
2510,房內椅子只有一張，不夠坐,0,0,0,0,2,0
2511,水壓和熱水很不穩定,0,0,0,0,2,0
2513,西式早餐非常美味!入住時老闆娘會問要幾點準備早餐，配合客人時間，還會親自送到房間，免於跟其他住客共用早餐的尷尬，當天我們是四人入住，提供四份不同的主食，內餡都是生菜、肉(很嫩!)、荷包蛋跟小片番茄，但包內餡的東西不同，有麵包、吐司等，還給了四杯不同飲料，奶綠、果汁、紅茶等，令大家都非常滿意且驚喜!,1,0,0,0,0,0
2515,老板超级温柔～热情周到～小狗狗也很可爱,1,0,0,0,0,0
2516,工作人員很親切，早餐協助送至房間很棒，冷氣夠冷，熱水也來得很快，海景很美。,1,0,0,0,1,0
2517,房內空間大，有兩張椅子很不錯！冰箱有冷凍很好！,0,0,0,0,1,0
2518,早餐口味一般般，雖有告示牌標示取餐需戴口罩，但並沒有確實執行，許多用餐者沒戴口罩也無人勸導，讓人不太安心！,2,0,0,0,0,0
2519,入住二人車庫房，靠馬路邊，汽機車經過時，聲音很清楚，隔天早上六點多，聽到走道上很吵的聲音（應該是有人穿高跟鞋走來走去）,0,2,0,0,2,0
2520,早餐是鹿港特色小吃，新鮮水果拼盤。很好吃又健康。,1,0,0,0,0,0
2521,CP值不高，一晚4000，空間小，沒有早餐和免費停車位。優點設備新穎，房間乾淨。,2,0,2,1,1,2
2522,房間大小很可以 不過房間內部設施有點少 以致覺得房間太空,0,0,0,0,2,0
2524,1.兩部上下樓層的載客電梯，開、關門的聲音有點嚇人，比較像是貨梯。,0,0,0,0,0,2
2526,主人非常親切；房間乾淨舒適.,1,0,0,1,1,0
2527,手機要沖電。床頭雖然有好多個插座，但是好像都不通電，後來終於有在電視下方找到可以沖電的插頭。關於這點希望民宿主人可以改善。,0,0,0,0,2,0
2530,我習慣睡硬床，這裡的床我覺得稍軟,0,0,0,0,2,0
2533,沐浴設施簡陋,0,0,0,0,2,0
2534,地點很方便，出捷運站就到了,0,1,0,0,0,0
2537,床軟很好睡,0,0,0,0,1,0
2540,早餐好吃，床的軟度適中，飯店人員相當親切,1,0,0,0,1,0
2541,真的很不錯～環境風景衛生都很棒，只缺沒有提供早餐～可能是我入住的價格很便宜吧！,2,0,0,1,1,0
2542,地毯上有死蟑螂，螞蟻一堆，排水孔堵塞,0,0,0,2,2,0
2543,床架、椅子、地毯、燈飾、廁所的瓷磚(很美XD)都好喜歡 很值得親自走一回。,0,0,0,0,1,0
2546,上層簾子沒辦法完全遮住，會有縫隙,0,0,0,0,2,0
2547,老闆跟老闆娘都很親切 還送我們一包自己手作的豆乾 很用心在經營 都是以客人的角度出發,1,0,0,0,0,0
2548,房間的地方太小 非常不適合四人以上的家庭入住,0,0,0,0,2,0
2549,吹風機吹一分鐘就過熱不能吹 還要等他恢復,0,0,0,0,2,0
2550,地點位置還不錯，服務態度很好，方便價低廉適合背包,1,1,1,0,0,0
2552,"位置算還適當, 房間算滿乾淨的",0,1,0,1,1,0
2554,位置距離購物中心近，房間還滿整潔的,0,1,0,1,1,0
2555,停車場不在飯店裡，停車沒有電梯B2，攜帶孩子有推車行李沒有電梯真的很不方便。,0,0,0,0,0,2
2556,早餐普通，但主動提供嬰兒澡盆很貼心，有機會會在入住！,1,0,0,0,0,0
2557,房間很大！住起來很舒服，浴室按摩浴缸很讚！水夠熱，水壓夠大，,0,0,0,0,1,0
2558,已经是第三度住宿了，选择的原因在于管家和老板的热情，主动拿出地图，建议美食、建议行程帮忙叫车。房客也很自律，nice!,1,0,0,0,0,0
2559,在床的兩邊應該要有專門的插頭，要充手機卻找不到插頭，還要到梳妝台,0,0,0,0,2,0
2560,Cp值高的商旅,0,0,1,0,0,0
2561,床很舒服、地理位置算蠻方便的,0,1,0,0,1,0
2562,房間可以再多放一張椅子！,0,0,0,0,2,0
2563,老闆與服務人員親切熱心，每間房都很有特色，房間舒適夜景超美，早餐好好吃。,1,0,0,0,1,0
2564,老闆娘與阿嬤待客親切熱心，房間整潔乾淨，床很舒服 值得推薦,1,0,0,1,1,0
2565,早餐鮮奶+咖啡或紅茶很美味，蔬菜三明治比火腿三明治好吃又健康，可惜奶酪少了鮮奶油的濃郁香味，如果有水煮或茶葉蛋可以取代包子更好喔！,1,0,0,0,0,0
2567,房間很寬敞舒適,0,0,0,0,1,0
2571,房間冷氣很吵,0,0,0,0,2,0
2574,地理位置非常好，盥洗環境不錯（水柱很強熱水也很熱），價格便宜，若只是單純睡覺休息的話，CP值高。,0,1,1,0,1,0
2575,住宿商務房，空間大，沒浴缸，早餐菜盤沒在補菜，務必早點去吃,2,0,0,0,1,0
2580,老板超热情，房间很大，浴室很大，有停车位，还有电梯，不用搬行李。离市区也近，他们家的沐浴露洗发水都是进口的很香，洗发水洗的头皮干干的超级舒服，浴室的水也很大，每一层外面有超大阳台可以晒衣服也可以吃东西,1,1,0,0,1,1
2581,老闆超級親切,1,0,0,0,0,0
2582,房內沒冰箱有點小遺憾...,0,0,0,0,2,0
2584,早餐稀飯配菜還不錯！附近離火車站很方便！,1,1,0,0,0,0
2585,床鋪老舊、隔音效果差、夜燈損毀不亮,0,0,0,0,2,0
2587,地點很棒 要去吃什麼都很方便 很喜歡這次入住的四人房 有自己的客廳跟陽台 老闆人也很好,1,1,0,0,1,0
2588,早餐採自助式，推薦他們家的蛋餅，外皮酥脆口感紮實，讚。,1,0,0,0,0,0
2589,"住宿地點方便,離很多位置都很近",0,1,0,0,0,0
2590,地點方便，房間乾淨，服務親切,1,1,0,1,1,0
2592,玩耍，雞、鴨、魚悠遊園內，也有兒童戲水池，讓都市人回到大自然的懷抱，身心愉快。,0,0,0,0,0,1
2593,房間的隔音可以再加強,0,0,0,0,2,0
2594,交通位置非常好,0,1,0,0,0,0
2595,如果房間裡能夠還有梳妝台+梳妝椅這樣會更完善,0,0,0,0,2,0
2597,位置離火車站近,0,1,0,0,0,0
2599,早餐太差，對於家庭客，飲料沒有基本果汁或牛奶，菜色沒有肉或雞蛋，小孩真的沒營養可以補充。等於只有白吐司和白粥和炒蔬菜，根本是吃早齋。,2,0,0,0,0,0
2600,1.先入為主的觀念，只強調客人抽煙有煙蒂就要罰錢，而不是請客人在入主前先確認,2,0,0,0,0,0
2603,之前住過好幾次，但本次入住時其中一間房間煙味很重，雖然員工有趕快以臭氧處理，但這給旅客的第一觀感不太好，早上的餐點好像有點退步,2,0,0,2,2,0
2605,一樓入口處無接待人員或明顯指標，引導旅客到三樓櫃台CHECK-IN。,2,0,0,0,0,0
2607,因為疫情的關係造成很多事是不能使用 價格整體來講算是偏高,0,0,2,0,0,0
2608,房间宽敞，设施齐备。虽然已经营业三年，民宿保养的很好，硬件不输五星级酒店。,0,0,0,0,1,0
2610,不曉得餐具及餐巾紙在哪 詢問服務生 對方的回應讓我覺得有點沒禮貌，接著 和家人去拿餐點回來 發現我們的餐盤竟然被收走了==我們的咖啡,2,0,0,0,0,0
